Subject,Title,Summary,Link
Mathematics,"Discrete Euclidian Spaces: a starting point toward the discretization of
  mathematics","Discrete Euclidian Spaces (DESs) are the beginning of a journey without return towards the discretization of mathematics. Important mathematical concepts- such as the idea of number or the systems of numeration, whose formal definition is currently independent of Euclidean spaces -have in the Isodimensional Discrete Mathematics (IDM) their roots in the DESs. This mathematics, which arises largely from the discretization of traditional mathematics, presents its foundations and concepts differently from the orthodox way, so at first glance it may seem that the IDM could be an exotic tool, or perhaps just ""a simple curiosity."" However, the IDM dis-crete approaches have a great theoretical repercussion on traditional mathematics.",http://arxiv.org/abs/math/0208009v1
Mathematics,Cinematica Topologica,A topological method for calculate average speed.,http://arxiv.org/abs/math/0208009v1
Mathematics,Quantum spherical model,"We define a ""quantum spherical model"", a quantum lattice model.",http://arxiv.org/abs/math/0208009v1
Mathematics,"Ahab's Arithmetic; or, the mathematics of Moby-Dick","Herman Melville's novel Moby-Dick contains a surprising number of mathematical allusions. In this article we explore some of these, as well as discussing the questions that naturally follow: why did Melville choose to use so much mathematical imagery? How did Melville come to acquire the level of mathematical knowledge shown in the novel? And is it commensurate with the general level of mathematical literacy at that time?",http://arxiv.org/abs/math/0208009v1
Mathematics,On Mathematical Ways of Knowing,Mathematics is one of the ways our species makes sense of this world and I believe that it is inherent in our thinking machinery. The mathematics we do in turn is dependent on the way we view our universe and ourselves. Lakoff and Nunez [17] argue carefully and eloquently for a mathematics inherently based on human cognition. In this note I attempt to engage with the construct of mathematical cognition through the lens of humanistic mathematics.,http://arxiv.org/abs/math/0208009v1
Mathematics,Mathematical Models of Consciousness,"In recent years, promising mathematical models have been suggested which aim to describe conscious experience and its relation to the physical domain. Whereas the axioms and metaphysical ideas of these theories have been carefully motivated, their mathematical formalism has not. In this article we aim to remedy this situation. We give an account of what warrants mathematical representation of phenomenal experience, derive a general mathematical framework which takes into account consciousness' epistemic context and study which mathematical structures some of the key characteristics of conscious experience imply, showing precisely where mathematical approaches allow to go beyond what the standard methodology can do. The result is a general mathematical framework for models of consciousness that can be employed in the theory-building process.",http://arxiv.org/abs/math/0208009v1
Mathematics,An Experimental Mathematics Approach to Several Combinatorial Problems,"Experimental mathematics is an experimental approach to mathematics in which programming and symbolic computation are used to investigate mathematical objects, identify properties and patterns, discover facts and formulas and even automatically prove theorems. With an experimental mathematics approach, this dissertation deals with several combinatorial problems and demonstrates the methodology of experimental mathematics. We start with parking functions and their moments of certain statistics. Then we discuss about spanning trees and ""almost diagonal"" matrices to illustrate the methodology of experimental mathematics. We also apply experimental mathematics to Quicksort algorithms to study the running time. Finally we talk about the interesting peaceable queens problem.",http://arxiv.org/abs/math/0208009v1
Mathematics,Topological Aspects of Gauge Theories,"To appear in Encyclopedia of Mathematical Physics, published by Elsevier in early 2006. Comments/corrections welcome. The article surveys topological aspects in gauge theories.",http://arxiv.org/abs/math/0208009v1
Mathematics,The Falicov-Kimball model,This is a review for Elsevier's Encyclopedia of mathematical physics.,http://arxiv.org/abs/math/0208009v1
Mathematics,The Exact Renormalization Group,This is a very brief introduction to Wilson's Renormalization Group with emphasis on mathematical developments.,http://arxiv.org/abs/math/0208009v1
Mathematics,Recent Results on Non--Adiabatic Transitions in Quantum Mechanics,We review mathematical results concerning exponentially small corrections to adiabatic approximations and Born--Oppenheimer approximations.,http://arxiv.org/abs/math/0208009v1
Mathematics,Left-symmetric Superalgebra Structures on the Super-Virasoro Algebras,"In this paper, we classify the compatible left-symmetric superalgebra structures on the super-Virasoro algebras satisfying certain natural conditions.",http://arxiv.org/abs/math/0208009v1
Mathematics,Desperately seeking mathematical truth,This article discusses epistemological problems in the philosophy of mathematics and issues concerning the reliability of the mathematical literature.,http://arxiv.org/abs/math/0208009v1
Mathematics,p-Adic Mathematical Physics,A brief review of some selected topics in p-adic mathematical physics is presented.,http://arxiv.org/abs/math/0208009v1
Mathematics,A Primer on Geometric Mechanics,"Geometric mechanics is usually studied in applied mathematics and most introductory texts are hence aimed at a mathematically minded audience. The present note tries to provide the intuition of geometric mechanics and to show the relevance of the subject for an understanding of ""mechanics"".",http://arxiv.org/abs/math/0208009v1
Mathematics,Some Thoughts on the Teaching of Mathematics -- ten years later,"I describe some deep-seated problems in higher mathematical education, and give some ideas for their solution -- I advocate a move away from the traditional introduction of mathematics through calculus, and towards computation and discrete mathematics.",http://arxiv.org/abs/math/0208009v1
Mathematics,"A Mathematical Modeling In Computer Algebra Systems (CAS) As A Base For
  A Development of The Mathematics Education",Information technologies for studying physical-mathematical disciplines on base of mathematical modeling in the computer algebra system Maple are described.,http://arxiv.org/abs/math/0208009v1
Mathematics,Quantum Product of Symmetric Functions,We provide an explicit description of the quantum product of multi-symmetric functions using the elementary multi-symmetric functions introduced by Vaccarino.,http://arxiv.org/abs/math/0208009v1
Mathematics,Generic structures,"In this article ideas from Kit Fine's theory of arbitrary objects are applied to questions regarding mathematical structuralism. I discuss how sui generic mathematical structures can be viewed as generic systems of mathematical objects, where mathematical objects are conceived of as arbitrary objects in Fine's sense.",http://arxiv.org/abs/math/0208009v1
Mathematics,Complexity in Mathematics Education,"This chapter presents a brief review of complexity research in mathematics education. We argue how research on complexity, as it pertains to mathematics education, can be viewed as an epistemological discourse, an historical discourse, a disciplinary discourse, and a pragmatic discourse.",http://arxiv.org/abs/math/0208009v1
Mathematics,On some mathematical model of turbulent flow with intensive selfmixing,Paper contains description of a new non laminar mathematical model of turbulent flow. Equations of the model are given and main conservation laws for this model are proven.,http://arxiv.org/abs/math/0208009v1
Mathematics,"New mathematical methods for psychophysical filtering of experimental
  data and their processing",The article is devoted to new mathematical methods for psychophysical filtering of experimental data and their processing.,http://arxiv.org/abs/math/0208009v1
Mathematics,Global Regularity for the Viscous Boussinesq Equations,The global regularity for the viscous Boussinesq equations is proved.,http://arxiv.org/abs/math/0208009v1
Mathematics,A remark on the matrix Airy function,An integral representation for matrix Airy function is presented,http://arxiv.org/abs/math/0208009v1
Mathematics,Non-Archimedean Geometry and Physics on Adelic Spaces,"This is a brief review article of various applications of non-Archimedean geometry, p-adic numbers and adeles in modern mathematical physics.",http://arxiv.org/abs/math/0208009v1
Mathematics,On Some p-Adic Series with Factorials,Some p-adic series with factorials are considered.,http://arxiv.org/abs/math/0208009v1
Mathematics,Quantum Ergodicity and Mixing,This is an expository article for the Encyclopedia of Mathematical Physics on the subject in the title.,http://arxiv.org/abs/math/0208009v1
Mathematics,Classical Mechanics,An overview of the foundations of Classical Mechanics,http://arxiv.org/abs/math/0208009v1
Mathematics,"Random algebraic geometry, attractors and flux vacua","This is a submission to the Encyclopedia of Mathematical Physics (Elsevier, 2006) and conforms to its referencing guidelines.",http://arxiv.org/abs/math/0208009v1
Mathematics,Geometric Phases,The differential geometric aspects of Geometric Phases are reviewed.,http://arxiv.org/abs/math/0208009v1
Mathematics,Kinetic Equations for Quantum Many-Particle Systems,The current status of the derivation of kinetic equations from quantum many-particle dynamics is reviewed.,http://arxiv.org/abs/math/0208009v1
Mathematics,Mathematical Modeling of Control Dynamical Systems,This paper has been withdrawn by the author due to a crucial mistakes.,http://arxiv.org/abs/math/0208009v1
Mathematics,Pendulum Integration and Elliptic Functions,"Revisiting canonical integration of the classical pendulum around its unstable equilibrium, normal hyperbolic canonical coordinates are constructed",http://arxiv.org/abs/math/0208009v1
Mathematics,Brief Research Notes on Transformation of Series and Special Functions,In this work we derive results concerning Elliptic Functions using as tools general formulas from previus work.,http://arxiv.org/abs/math/0208009v1
Mathematics,Ergodicity of Two Dimensional Turbulence,We review the work of Hairer and Mattingly on ergodicity of two dimensional Navier-Stokes dynamics and discuss some open mathematical problems in the theory of 2d turbulence.,http://arxiv.org/abs/math/0208009v1
Mathematics,Recent results in semiclassical approximation with rough potentials,"This is an extended abstract for the conference ""Microlocal2011 : Microlocal Methods in Mathematical Physics and Global Analysis Universit\""at T\""ubingen, June 14 - 18, 2011""",http://arxiv.org/abs/math/0208009v1
Mathematics,A Primer on Differential Forms,"This primer is intended as an introduction to differential forms, a central object in modern mathematical physics, for scientists and engineers.",http://arxiv.org/abs/math/0208009v1
Mathematics,Mathematics Hidden Behind the Two Coefficients of Babylonian Mathematics,"In the present paper I shall reveal two circular figures hidden behind the Susa mathematical text no.3,lines 5 and 6 with my own analysis of the text.",http://arxiv.org/abs/math/0208009v1
Mathematics,Qualitative analysis of differential equations,Here I introduce basic methods of qualitative analysis of differential equations used in mathematical biology for people with minimal mathematical background.,http://arxiv.org/abs/math/0208009v1
Mathematics,A Mathematical Approach to the Hierarchical Structure of Languages,"In this paper we suggest how the mathematical concept of hyperstructures may be a useful tool in the study of the higher, hierachical structure of languages.",http://arxiv.org/abs/math/0208009v1
Mathematics,Automated Conjecturing VII: The Graph Brain Project & Big Mathematics,"The Graph Brain Project is an experiment in how the use of automated mathematical discovery software, databases, large collaboration, and systematic investigation provide a model for how mathematical research might proceed in the future.   Our Project began with the development of a program that can be used to generate invariant-relation and property-relation conjectures in many areas of mathematics. This program can produce conjectures which are not implied by existing (published) theorems. Here we propose a new approach to push forward existing mathematical research goals---using automated mathematical discovery software. We suggest how to initiate and harness large-scale collaborative mathematics. We envision mathematical research labs similar to what exist in other sciences, new avenues for funding, new opportunities for training students, and a more efficient and effective use of published mathematical research.   And our experiment in graph theory can be imitated in many other areas of mathematical research. Big Mathematics is the idea of large, systematic, collaborative research on problems of existing mathematical interest. What is possible when we put our skills, tools, and results together systematically?",http://arxiv.org/abs/math/0208009v1
Mathematics,On translating conditional statements into mathematical logic,"In this paper, we highlight a profound difference between conditional statements in mathematical logic and natural languages. This difference exists even when the conditional statements are used in mathematical theorems.",http://arxiv.org/abs/math/0208009v1
Mathematics,Physics and Mathematics of Calogero particles,We give a review of the mathematical and physical properties of the celebrated family of Calogero-like models and related spin chains.,http://arxiv.org/abs/math/0208009v1
Mathematics,A mathematical approach to the nonequilibrium work theorem,We develop a mathematical approach to the nonequilibrium work theorem which is traditionally referred to in statistical mechanics as Jarzynski's identity. We suggest a mathematically rigorous formulation and proof of the identity.,http://arxiv.org/abs/math/0208009v1
Mathematics,Connes-Moscovici-Kreimer Hopf Algebras,"These notes hopefully provide an aid to the comprehension of the Connes-Moscovici and Connes-Kreimer works, by isolating common mathematical features of the Connes-Moscovici, rooted trees, and Feynman-graph Hopf algebras (as a new special branch of the theory of Hopf algebras expected to become important). We discuss in particular the dual Milnor-Moore situation.",http://arxiv.org/abs/math/0208009v1
Mathematics,A Glimpse at Mathematical Diffraction Theory,"Mathematical diffraction theory is concerned with the analysis of the diffraction measure of a translation bounded complex measure $\omega$. It emerges as the Fourier transform of the autocorrelation measure of $\omega$. The mathematically rigorous approach has produced a number of interesting results in the context of perfect and random systems, some of which are summarized here.",http://arxiv.org/abs/math/0208009v1
Mathematics,Holomorphic Methods in Mathematical Physics,This set of lecture notes gives an introduction to holomorphic function spaces as used in mathematical physics. The emphasis is on the Segal-Bargmann space and the canonical commutation relations. Later sections describe more advanced topics such as the Segal-Bargmann transform for compact Lie groups and the infinite-dimensional theory.,http://arxiv.org/abs/math/0208009v1
Mathematics,Mathematics of thermoacoustic tomography,"The paper presents a survey of mathematical problems, techniques, and challenges arising in the Thermoacoustic and Photoacoustic Tomography.",http://arxiv.org/abs/math/0208009v1
Mathematics,The GF Mathematics Library,"This paper is devoted to present the Mathematics Grammar Library, a system for multilingual mathematical text processing. We explain the context in which it originated, its current design and functionality and the current development goals. We also present two prototype services and comment on possible future applications in the area of artificial mathematics assistants.",http://arxiv.org/abs/math/0208009v1
Mathematics,swMATH - a new information service for mathematical software,An information service for mathematical software is presented. Publications and software are two closely connected facets of mathematical knowledge. This relation can be used to identify mathematical software and find relevant information about it. The approach and the state of the art of the information service are described here.,http://arxiv.org/abs/math/0208009v1
Mathematics,String Theory and Math: Why This Marriage May Last,"String theory is changing the relationship between mathematics and physics. The central role is played by the phenomenon of duality, which is intrinsic to quantum physics and abundant in string theory.",http://arxiv.org/abs/math/0208009v1
Mathematics,Women's Representation in Mathematics Subfields: Evidence from the arXiv,"We use data from papers posted to the Mathematics section of the arXiv to explore the representation of women in mathematics research. We show that women are under-represented as authors of mathematics papers on the arXiv, even in comparison to the proportion of women who hold full-time positions in mathematics departments. However, some subfields have much greater participation than others.",http://arxiv.org/abs/math/0208009v1
Mathematics,Proof Theory,"Proof theory began in the 1920's as a part of Hilbert's program, which aimed to secure the foundations of mathematics by modeling infinitary mathematics with formal axiomatic systems and proving those systems consistent using restricted, finitary means. The program thus viewed mathematics as a system of reasoning with precise linguistic norms, governed by rules that can be described and studied in concrete terms. Today such a viewpoint has applications in mathematics, computer science, and the philosophy of mathematics.",http://arxiv.org/abs/math/0208009v1
Mathematics,Mathematics of Hybrid Imaging. A Brief Review,"The article provides a brief survey of the mathematics of some of the newly being developed so called ""hybrid"" (also called ""multi-physics"" or ""multi-wave"") imaging techniques.",http://arxiv.org/abs/math/0208009v1
Mathematics,A Mathematical Picture Language Project,The mathematical picture language project that we began in 2016 has already yielded interesting results. We also point out areas of mathematics and physics where we hope that it will prove useful in the future.,http://arxiv.org/abs/math/0208009v1
Mathematics,The nature of properly human mathematics,We claim that human mathematics is only a limited part of the consequences of the chosen basic axioms. Properly human mathematics varies with time but appears to have universal features which we try to analyze. In particular the functioning of the human brain privileges concept naming and short formulations. This leads to organizing mathematical knowledge structurally. We consider briefly the problem of non-mathematical sciences.,http://arxiv.org/abs/math/0208009v1
Mathematics,Mathematics Education in Russia and Mathematical Circles,"This Master's Thesis analyzes thoroughly the topic of the Mathematics Education in Russia and Mathematical Circles. It deals with the historical context of the Mathematics Education in Russia in the XVIIIth, XIXth and XXth centuries; the programs of the Mathematics Education which were developed between 1930 and 1985 in the Soviet Union, including the Mathematical Circles for its particularly importance and influence on the rest of the Programs and on the way of understanding the Mathematics Education; the objectives and the organization of practical cases nowadays, legacy of the Russian Mathematical Circles; and the way of establishing the didactic process of the Mathematical Circles. Finally it is attached an appendix with a practical proposal in order to develop a session following the Mathematic Circle manner within the current framework of the Spanish Middle and High School education.",http://arxiv.org/abs/math/0208009v1
Mathematics,"The Physicalization of Metamathematics and Its Implications for the
  Foundations of Mathematics","Both metamathematics and physics are posited to emerge from samplings by observers of the unique ruliad structure that corresponds to the entangled limit of all possible computations. The possibility of higher-level mathematics accessible to humans is posited to be the analog for mathematical observers of the perception of physical space for physical observers. A physicalized analysis is given of the bulk limit of traditional axiomatic approaches to the foundations of mathematics, together with explicit empirical metamathematics of some examples of formalized mathematics. General physicalized laws of mathematics are discussed, associated with concepts such as metamathematical motion, inevitable dualities, proof topology and metamathematical singularities. It is argued that mathematics as currently practiced can be viewed as derived from the ruliad in a direct Platonic fashion analogous to our experience of the physical world, and that axiomatic formulation, while often convenient, does not capture the ultimate character of mathematics. Among the implications of this view is that only certain collections of axioms may be consistent with inevitable features of human mathematical observers. A discussion is included of historical and philosophical connections, as well as of foundational implications for the future of mathematics.",http://arxiv.org/abs/math/0208009v1
Mathematics,Mathematical Models in Schema Theory,"In this paper, a mathematical schema theory is developed. This theory has three roots: brain theory schemas, grid automata, and block-shemas. In Section 2 of this paper, elements of the theory of grid automata necessary for the mathematical schema theory are presented. In Section 3, elements of brain theory necessary for the mathematical schema theory are presented. In Section 4, other types of schemas are considered. In Section 5, the mathematical schema theory is developed. The achieved level of schema representation allows one to model by mathematical tools virtually any type of schemas considered before, including schemas in neurophisiology, psychology, computer science, Internet technology, databases, logic, and mathematics.",http://arxiv.org/abs/math/0208009v1
Mathematics,"The Maslov dequantization, idempotent and tropical mathematics: A brief
  introduction",This paper is a brief introduction to idempotent and tropical mathematics. Tropical mathematics can be treated as a result of the so-called Maslov dequantization of the traditional mathematics over numerical fields as the Planck constant $\hbar$ tends to zero taking imaginary values.,http://arxiv.org/abs/math/0208009v1
Mathematics,"Combinatorial Speculations and the Combinatorial Conjecture for
  Mathematics","Combinatorics is a powerful tool for dealing with relations among objectives mushroomed in the past century. However, an more important work for mathematician is to apply combinatorics to other mathematics and other sciences not merely to find combinatorial behavior for objectives. Recently, such research works appeared on journals for mathematics and theoretical physics on cosmos. The main purpose of this paper is to survey these thinking and ideas for mathematics and cosmological physics, such as those of multi-spaces, map geometries and combinatorial cosmoses, also the combinatorial conjecture for mathematics proposed by myself in 2005. Some open problems are included for the 21th mathematics by a combinatorial speculation.",http://arxiv.org/abs/math/0208009v1
Mathematics,Convergence acceleration of series through a variational approach,"By means of a variational approach we find new series representations both for well known mathematical constants, such as $\pi$ and the Catalan constant, and for mathematical functions, such as the Riemann zeta function. The series that we have found are all exponentially convergent and provide quite useful analytical approximations. With limited effort our method can be applied to obtain similar exponentially convergent series for a large class of mathematical functions.",http://arxiv.org/abs/math/0208009v1
Mathematics,Experimental Mathematics and Mathematical Physics,"One of the most effective techniques of experimental mathematics is to compute mathematical entities such as integrals, series or limits to high precision, then attempt to recognize the resulting numerical values. Recently these techniques have been applied with great success to problems in mathematical physics. Notable among these applications are the identification of some key multi-dimensional integrals that arise in Ising theory, quantum field theory and in magnetic spin theory.",http://arxiv.org/abs/math/0208009v1
Mathematics,Survey of mathematical foundations of QFT and perturbative string theory,"Recent years have seen noteworthy progress in the mathematical formulation of quantum field theory and perturbative string theory. We give a brief survey of these developments. It serves as an introduction to the more detailed collection ""Mathematical Foundations of Quantum Field Theory and Perturbative String Theory"".",http://arxiv.org/abs/math/0208009v1
Mathematics,"Tension between Intuitive Infinitesimals and Formal Mathematical
  Analysis","We discuss the repercussions of the development of infinitesimal calculus into modern analysis, beginning with viewpoints expressed in the nineteenth and twentieth centuries and relating them to the natural cognitive development of mathematical thinking and imaginative visual interpretations of axiomatic proof.",http://arxiv.org/abs/math/0208009v1
Mathematics,Mathematics via Symmetry,"We state the defining characteristic of mathematics as a type of symmetry where one can change the connotation of a mathematical statement in a certain way when the statement's truth value remains the same. This view of mathematics as satisfying such symmetry places mathematics as comparable with modern views of physics and science where, over the past century, symmetry also plays a defining role. We explore the very nature of mathematics and its relationship with natural science from this perspective. This point of view helps clarify some standard problems in the philosophy of mathematics.",http://arxiv.org/abs/math/0208009v1
Mathematics,On Mathematical Symbols in China,"When studying the history of mathematical symbols, one finds that the development of mathematical symbols in China is a significant piece of Chinese history; however, between the beginning of mathematics and modern day mathematics in China, there exists a long blank period. Let us focus on the development of Chinese mathematical symbols, and find out the significance of their origin, evolution, rise and fall within Chinese mathematics.",http://arxiv.org/abs/math/0208009v1
Mathematics,"OntoMath Digital Ecosystem: Ontologies, Mathematical Knowledge Analytics
  and Management","In this article we consider the basic ideas, approaches and results of developing of mathematical knowledge management technologies based on ontologies. These solutions form the basis of a specialized digital ecosystem OntoMath which consists of the ontology of the logical structure of mathematical documents Mocassin and ontology of mathematical knowledge OntoMathPRO, tools of text analysis, recommender system and other applications to manage mathematical knowledge. The studies are in according to the ideas of creating a distributed system of interconnected repositories of digitized versions of mathematical documents and project to create a World Digital Mathematical Library.",http://arxiv.org/abs/math/0208009v1
Mathematics,"Towards Visual Type Theory as a Mathematical Tool and Mathematical User
  Interface","A visual type theory is a cognitive tool that has much in common with language, and may be regarded as an exceptional form of spatial text adjunct. A mathematical visual type theory, called NPM, has been under development that can be viewed as an early-stage project in mathematical knowledge management and mathematical user interface development. We discuss in greater detail the notion of a visual type theory, report on progress towards a usable mathematical visual type theory, and discuss the outlook for future work on this project.",http://arxiv.org/abs/math/0208009v1
Mathematics,"On Mathematical Functions for Theoretical and Experimental Distributions
  for Shrutis (Micro Tonal Intervals) and Their Application in Hindustani Music","In this work, exact mathematical functions have been formulated for three important theoretical Shruti (micro tonal interval) distributions, i.e. for Western Compilation, Deval, and Nagoji Row in Hindustani music. A generalized mathematical function for Shrutis has also been formulated. This generalized function shows a very high order of conformity with the experimentally derived Shruti distribution, than those of the theoretical Shruti distributions.",http://arxiv.org/abs/math/0208009v1
q-bio,Why DNA ?,A small collection of general facts related to DNA is presented,http://arxiv.org/abs/cond-mat/9608014v2
q-bio,On Reidys and Stadler's metrics for RNA secondary structures,We compute explicitly several abstract metrics for RNA secondary structures defined by Reidys and Stadler.,http://arxiv.org/abs/cond-mat/9608014v2
q-bio,Stochastic S-I-S-O-E Epidemic Model,An stochastic SIS epidemic model in an open environment is presented.,http://arxiv.org/abs/cond-mat/9608014v2
q-bio,"A model of memory, learning and recognition","We propose a simple model of recognition, short-term memory, long-term memory and learning.",http://arxiv.org/abs/cond-mat/9608014v2
q-bio,A Bit-String Model for Biological Aging,We present a simple model for biological aging. We studied it through computer simulations and we have found this model to reflect some features of real populations.,http://arxiv.org/abs/cond-mat/9608014v2
q-bio,Efficient Monte Carlo Simulation of Biological Aging,"A bit-string model of biological life-histories is parallelized, with hundreds of millions of individuals. It gives the desired drastic decay of survival probabilities with increasing age for 32 age intervals.",http://arxiv.org/abs/cond-mat/9608014v2
q-bio,Landscape Paradigms in Physics and Biology: Introduction and Overview,"A brief introductory overview in general terms is given of concepts, issues and applications of the paradigm of rugged landscapes in the contexts of physics and biology.",http://arxiv.org/abs/cond-mat/9608014v2
q-bio,"Linearity and Scaling of a Statistical Model for the Species Abundance
  Distribution",We derive a linear recursion relation for the species abundance distribution in a statistical model of ecology and demonstrate the existence of a scaling solution.,http://arxiv.org/abs/cond-mat/9608014v2
q-bio,Neural Networks with Finite Width Action Potentials,The paper was done as an assigned Princeton university project. It is being withdrawn since it needs to be changed and updated substantially.,http://arxiv.org/abs/cond-mat/9608014v2
q-bio,"Hydrophobic interaction in the liquid phases of globular protein
  solutions: structure factor parameters",We develop a simple correspondence between hydrophobic surface topology of globular proteins and and an effective protein-protein adhesiveness parameter of the Baxter type. We discuss within this framework analytical interpretation of the structure factor governing static light scattering.,http://arxiv.org/abs/cond-mat/9608014v2
q-bio,Modelling Biochemical Operations on RNA Secondary Structures,In this paper we model several simple biochemical operations on RNA molecules that modify their secondary structure by means of a suitable variation of Gro\ss e-Rhode's Algebra Transformation Systems.,http://arxiv.org/abs/cond-mat/9608014v2
q-bio,VLSI layouts and DNA physical mappings,We show that an important problem ($k$-ICG) in computational biology is equivalent to a colored version of a well-known graph layout problem ($k$-CVS).,http://arxiv.org/abs/cond-mat/9608014v2
q-bio,Multiple Equilibria for an SIRS Epidemiological System,An SIRS type model of disease transmission in an open environment is discussed. We use the Poincar\'{e} index together with a perturbation method to show that the endemic proportions need not be unique.,http://arxiv.org/abs/cond-mat/9608014v2
q-bio,"Self-organization of hierarchical structures in nonlocally coupled
  replicator models","We study a simple replicator model with non-symmetric and nonlocal interactions. Hierarchical structures with prey-predator relations are self-organized from a homogeneous state, induced by the dynamical instability of nonlinear interactions.",http://arxiv.org/abs/cond-mat/9608014v2
q-bio,Note on the dynamic instability of microtubules,If the dynamic instability of microtubules follows a gamma distribution then one can associate to it a Cantor set,http://arxiv.org/abs/cond-mat/9608014v2
q-bio,"Comment on ""Statistical Mechanics of Membrane-Protein Conformation: A
  Homopolymer Model""",Some aspects of a recent paper about protein-membrane interaction are inadequate due to lack of structural information.,http://arxiv.org/abs/cond-mat/9608014v2
q-bio,The Genetic Code as a Chronicle of Early Events in the Origin of Life,Molecular evidence regarding the genetic code has been examined and the findings on the nature of the early events responsible for the amino acid distribution in the code are reported.,http://arxiv.org/abs/cond-mat/9608014v2
q-bio,Physical Parameters for Biconcave Shape Vesicles,The Helfrich's shape equation of axisymmetric vesicles is studied. A sufficient condition on the physical parameters and some geometric properties are discovered for the biconcave shape.,http://arxiv.org/abs/cond-mat/9608014v2
q-bio,A biological junction with quantum-like characteristics,A model of chemical synapse as an electric junction is proposed. Estimations and analysis of the model show that the junction has unique physical characteristics reminding the Josephson junction.,http://arxiv.org/abs/cond-mat/9608014v2
q-bio,Coevolution of Symbiotic Species,"This paper will consider the coevolution of species which are symbiotic in their interaction. In particular, we shall analyse the interaction of squirrels and oak trees, and develop a mathematical framework for determining the coevolutionary equilibrium for consumption and production patterns.",http://arxiv.org/abs/cond-mat/9608014v2
q-bio,Learning from Mistakes,"A simple model of self-organised learning with no classical (Hebbian) reinforcement is presented. Synaptic connections involved in mistakes are depressed. The model operates at a highly adaptive, probably critical, state reached by extremal dynamics similar to that of recent evolution models. Thus, one might think of the mechanism as synaptic Darwinism.",http://arxiv.org/abs/cond-mat/9608014v2
q-bio,"Coevolution of membranes and channels: A possible step in the origin of
  life",We propose a scenario for the origin of life based on the coevolution of lipid bilayer vesicles and protein channels.,http://arxiv.org/abs/cond-mat/9608014v2
q-bio,"Comment on ""A Criterion that determines foldability of proteins"" by D.
  Klimov and D. Thirumalai (PRL,v.76, p.4070 (1996))",We argue that that the folding criterion suggested by Klimov and Thirumalai is similar to the one published earlier and that their conclusion of invalidity of the ``gap criterion'' is due to misunderstanding of previous work,http://arxiv.org/abs/cond-mat/9608014v2
q-bio,"Solution of the Master Equation for Bak-Sneppen Model of Biological
  Evolution in Finite Ecosystem",The master equations describing processes of biological evolution in the framework of the random neighbor Bak-Sneppen model are studied. For the eqosystem of $N$ species they are solved exactly and asymptotical behavior of this solution for large $N$ is analyzed.,http://arxiv.org/abs/cond-mat/9608014v2
q-bio,Energetics of thermal ratchet models,"Several stochastic models called thermal ratchet models have been recently proposed to analyze the motor proteins such as myosin and kinesin,etc. We propose a method to study the energetics of those models, and show how the rate of energy consumption and the energy dissipation are evaluated. As a demonstration we consider ""Feynman's ratchet"", a typical fluctuating heat engine.",http://arxiv.org/abs/cond-mat/9608014v2
q-bio,Conformations of Circular DNA,"We examine the elastic model of short circular DNA. We obtain analytic expressions for configurations, elastic energy, twist and linking number of our solutions. We find the onset of the plectonemic transition. We suggest ways to use our formalism to describe other elastic models, and to improve the current finite-element-analysis methods. We estimate the effect of thermodynamic fluctuations.",http://arxiv.org/abs/cond-mat/9608014v2
q-bio,Neuro-flow Dynamics and the Learning Processes,"A new description of the neural activity is introduced by the neuro-flow dynamics and the extended Hebb rule. The remarkable characteristics of the neuro-flow dynamics, such as the primacy and the recency effect during awakeness or sleep, are pointed out.",http://arxiv.org/abs/cond-mat/9608014v2
q-bio,Neural Networks,"We review the theory of neural networks, as it has emerged in the last ten years or so within the physics community, emphasizing questions of biological relevance over those of importance in mathematical statistics and machine learning theory.",http://arxiv.org/abs/cond-mat/9608014v2
q-bio,Equilibrium Chemical Engines,"An equilibrium reversible cycle with a certain engine to transduce the energy of any chemical reaction into mechanical energy is proposed. The efficiency for chemical energy transduction is also defined so as to be compared with Carnot efficiency. Relevance to the study of protein motors is discussed. KEYWORDS: Chemical thermodynamics, Engine, Efficiency, Molecular machine.",http://arxiv.org/abs/cond-mat/9608014v2
q-bio,Statistical mechanics of warm and cold unfolding in proteins,"We present a statistical mechanics treatment of the stability of globular proteins which takes explicitly into account the coupling between the protein and water degrees of freedom. This allows us to describe both the cold and the warm unfolding, thus qualitatively reproducing the known thermodynamics of proteins.",http://arxiv.org/abs/cond-mat/9608014v2
q-bio,Twist dynamics of semiflexible polymer,"A number of strange results have been reported for the twist elasticity of a semiflexible filament, actin. In particular dynamic and static methods for determining the torsional twist modulus give very different results. I show here that internal losses (friction) in a semiflexible filament could be an important cause of dissipation and that the interpretation of dynamic experiments should be made in terms of a storage and loss modulus for actin proteins.",http://arxiv.org/abs/cond-mat/9608014v2
q-bio,Hydrophobicity and Unique Folding of Selected Polymers,"In suitable environments, proteins, nucleic acids and certain synthetic polymers fold into unique conformations. This work shows that it is possible to construct lattice models of foldable heteropolymers by expressing the energy only in terms of individual properties of monomers, such as the exposure to the solvent and the steric factor.",http://arxiv.org/abs/cond-mat/9608014v2
